rf,cell_type,animalids,condition,stats
0.2611759108643421,ON_BT,1,WT,photopic_snl_1
0.27290121033810766,ON_BT,2,WT,photopic_snl_1
0.24521934199926929,ON_BT,3,WT,photopic_snl_1
0.23840894305496385,ON_BT,4,WT,photopic_snl_1
1.1232469601994168,ON_BT,1,WT,photopic_snl_2
1.143464055039735,ON_BT,2,WT,photopic_snl_2
1.1696730296152789,ON_BT,3,WT,photopic_snl_2
1.2018096148778563,ON_BT,4,WT,photopic_snl_2
1.3117514810188,ON_BT,1,WT,photopic_snl_3
1.2764568433382661,ON_BT,2,WT,photopic_snl_3
1.2518116714166507,ON_BT,3,WT,photopic_snl_3
1.1300541687050671,ON_BT,4,WT,photopic_snl_3
1.3394533248762364,ON_BT,1,WT,photopic_snl_4
1.3973691964283739,ON_BT,2,WT,photopic_snl_4
1.4393669947234002,ON_BT,3,WT,photopic_snl_4
1.5206135571196957,ON_BT,4,WT,photopic_snl_4
0.2274792701896923,ON_BT,5,1M,photopic_snl_1
0.24504923710838278,ON_BT,6,1M,photopic_snl_1
0.2205011231208834,ON_BT,7,1M,photopic_snl_1
1.0490261450909835,ON_BT,5,1M,photopic_snl_2
1.0792367020051135,ON_BT,6,1M,photopic_snl_2
0.9723417713106408,ON_BT,7,1M,photopic_snl_2
0.9411197429437415,ON_BT,5,1M,photopic_snl_3
1.180008989338139,ON_BT,6,1M,photopic_snl_3
1.0838004036489866,ON_BT,7,1M,photopic_snl_3
1.295739123102545,ON_BT,5,1M,photopic_snl_4
1.3639345142881987,ON_BT,6,1M,photopic_snl_4
1.3650648200286615,ON_BT,7,1M,photopic_snl_4
0.22889528400452624,ON_BT,9,2M,photopic_snl_1
0.25567288998300747,ON_BT,10,2M,photopic_snl_1
0.2644743768589756,ON_BT,11,2M,photopic_snl_1
0.9816677254114643,ON_BT,9,2M,photopic_snl_2
1.0437610793211427,ON_BT,10,2M,photopic_snl_2
1.012435752285604,ON_BT,11,2M,photopic_snl_2
0.8857308645246543,ON_BT,9,2M,photopic_snl_3
0.9277188286220998,ON_BT,10,2M,photopic_snl_3
0.91281791353537,ON_BT,11,2M,photopic_snl_3
1.1604026907164329,ON_BT,9,2M,photopic_snl_4
1.144425739934731,ON_BT,10,2M,photopic_snl_4
1.093114654640509,ON_BT,11,2M,photopic_snl_4
0.17842433160064183,ON_BT,13,3M,photopic_snl_1
0.19804999151699043,ON_BT,14,3M,photopic_snl_1
0.22660662733884035,ON_BT,15,3M,photopic_snl_1
0.8986872155231921,ON_BT,13,3M,photopic_snl_2
0.9423284919193664,ON_BT,14,3M,photopic_snl_2
1.0273029126099078,ON_BT,15,3M,photopic_snl_2
0.8864925328289778,ON_BT,13,3M,photopic_snl_3
1.0388297810870697,ON_BT,14,3M,photopic_snl_3
1.076322332181185,ON_BT,15,3M,photopic_snl_3
0.9324533248762362,ON_BT,13,3M,photopic_snl_4
0.9903691964283737,ON_BT,14,3M,photopic_snl_4
1.0323669947234002,ON_BT,15,3M,photopic_snl_4
0.17571536608099053,ON_BT,17,4M,photopic_snl_1
0.23006750157557407,ON_BT,18,4M,photopic_snl_1
0.16763472074671895,ON_BT,19,4M,photopic_snl_1
0.7190232835298666,ON_BT,17,4M,photopic_snl_2
0.7951656457347294,ON_BT,18,4M,photopic_snl_2
0.7634761481679626,ON_BT,19,4M,photopic_snl_2
0.8785632952600821,ON_BT,17,4M,photopic_snl_3
0.8236300171094637,ON_BT,18,4M,photopic_snl_3
0.8987799276062582,ON_BT,19,4M,photopic_snl_3
0.9294026907164329,ON_BT,17,4M,photopic_snl_4
0.913425739934731,ON_BT,18,4M,photopic_snl_4
0.8621146546405091,ON_BT,19,4M,photopic_snl_4
0.12642433160064184,ON_BT,21,5M,photopic_snl_1
0.14604999151699044,ON_BT,22,5M,photopic_snl_1
0.17460662733884036,ON_BT,23,5M,photopic_snl_1
0.6516872155231921,ON_BT,21,5M,photopic_snl_2
0.6953284919193664,ON_BT,22,5M,photopic_snl_2
0.7803029126099079,ON_BT,23,5M,photopic_snl_2
0.6664925328289778,ON_BT,21,5M,photopic_snl_3
0.8188297810870696,ON_BT,22,5M,photopic_snl_3
0.856322332181185,ON_BT,23,5M,photopic_snl_3
0.8554533248762363,ON_BT,21,5M,photopic_snl_4
0.9133691964283738,ON_BT,22,5M,photopic_snl_4
0.9553669947234003,ON_BT,23,5M,photopic_snl_4
0.15371536608099054,ON_BT,25,7M,photopic_snl_1
0.20806750157557408,ON_BT,26,7M,photopic_snl_1
0.5760608290016046,ON_BT,25,7M,photopic_snl_2
0.6251249787924761,ON_BT,26,7M,photopic_snl_2
0.5341651597182953,ON_BT,25,7M,photopic_snl_3
0.854210829689685,ON_BT,26,7M,photopic_snl_3
0.9626366031273769,ON_BT,25,7M,photopic_snl_4
1.0049313828071587,ON_BT,26,7M,photopic_snl_4
0.23647591086434214,population,29,WT,photopic_snl_1
0.24820121033810766,population,30,WT,photopic_snl_1
0.22051934199926929,population,31,WT,photopic_snl_1
0.21370894305496385,population,32,WT,photopic_snl_1
1.0062469601994168,population,29,WT,photopic_snl_2
1.026464055039735,population,30,WT,photopic_snl_2
1.0526730296152789,population,31,WT,photopic_snl_2
1.0848096148778563,population,32,WT,photopic_snl_2
1.1797514810188,population,29,WT,photopic_snl_3
1.144456843338266,population,30,WT,photopic_snl_3
1.1198116714166506,population,31,WT,photopic_snl_3
0.998054168705067,population,32,WT,photopic_snl_3
1.1964533248762363,population,29,WT,photopic_snl_4
1.2543691964283739,population,30,WT,photopic_snl_4
1.2963669947234002,population,31,WT,photopic_snl_4
1.3776135571196957,population,32,WT,photopic_snl_4
0.2040792701896923,population,33,1M,photopic_snl_1
0.22164923710838277,population,34,1M,photopic_snl_1
0.1971011231208834,population,35,1M,photopic_snl_1
0.9450261450909836,population,33,1M,photopic_snl_2
0.9752367020051134,population,34,1M,photopic_snl_2
0.8683417713106408,population,35,1M,photopic_snl_2
