rf,cell_type,animalids,condition,stats
5.497807649468543,population,1,WT,mesopic_mi
6.131531165327303,population,2,WT,mesopic_mi
5.92108291018113,population,3,WT,mesopic_mi
6.886784809417844,population,4,WT,mesopic_mi
19.34792701896923,population,1,WT,mesopic_highmi
21.10492371083828,population,2,WT,mesopic_highmi
18.65011231208834,population,3,WT,mesopic_highmi
20.42871891808685,population,4,WT,mesopic_highmi
5.214026823601742,population,1,WT,photopic_mi
6.054738904459673,population,2,WT,photopic_mi
4.827439662678857,population,3,WT,photopic_mi
5.832687201735236,population,4,WT,photopic_mi
19.929850656579557,population,1,WT,photopic_highmi
22.976595621741392,population,2,WT,photopic_highmi
23.7264466436237,population,3,WT,photopic_highmi
23.134889349650873,population,4,WT,photopic_highmi
6.928053647203484,population,1,WT,nm_mi
8.609477808919346,population,2,WT,nm_mi
6.154879325357713,population,3,WT,nm_mi
8.165374403470471,population,4,WT,nm_mi
26.894775984869334,population,1,WT,nm_highmi
31.464893432612087,population,2,WT,nm_highmi
32.58966996543555,population,3,WT,nm_highmi
31.70233402447631,population,4,WT,nm_highmi
3.714026823601742,population,5,1M,mesopic_mi
4.554738904459673,population,6,1M,mesopic_mi
3.3274396626788567,population,7,1M,mesopic_mi
9.835029620376,population,5,1M,mesopic_highmi
9.12913686676532,population,6,1M,mesopic_highmi
8.636233428333012,population,7,1M,mesopic_highmi
3.964925328289778,population,5,1M,photopic_mi
5.488297810870696,population,6,1M,photopic_mi
5.863223321811851,population,7,1M,photopic_mi
17.41295213932104,population,5,1M,photopic_highmi
19.06769132652497,population,6,1M,photopic_highmi
20.267628420668583,population,7,1M,photopic_highmi
6.3715366080990545,population,5,1M,nm_mi
11.806750157557406,population,6,1M,nm_mi
5.563472074671896,population,7,1M,nm_mi
21.341397011791994,population,5,1M,nm_highmi
25.90993874408376,population,6,1M,nm_highmi
24.008568890077758,population,7,1M,nm_highmi
4.385632952600822,population,9,2M,mesopic_mi
3.836300171094637,population,10,2M,mesopic_mi
4.587799276062583,population,11,2M,mesopic_mi
9.154362591898083,population,9,2M,mesopic_highmi
8.697878283849455,population,10,2M,mesopic_highmi
7.231847275443116,population,11,2M,mesopic_highmi
3.5212165800320916,population,9,2M,photopic_mi
4.502499575849522,population,10,2M,photopic_mi
5.930331366942019,population,11,2M,photopic_mi
19.047488620927684,population,9,2M,photopic_highmi
20.793139676774654,population,10,2M,photopic_highmi
24.192116504396314,population,11,2M,photopic_highmi
5.229850656579556,population,9,2M,nm_mi
8.276595621741391,population,10,2M,nm_mi
9.0264466436237,population,11,2M,nm_mi
22.119428208981557,population,9,2M,nm_highmi
24.60153698978745,population,10,2M,nm_highmi
26.401442631002872,population,11,2M,nm_highmi
3.6857683040495273,population,13,3M,mesopic_mi
6.403375078778703,population,14,3M,mesopic_mi
3.281736037335948,population,15,3M,mesopic_mi
5.560931341194662,population,13,3M,mesopic_highmi
8.606625829389174,population,14,3M,mesopic_highmi
7.339045926718505,population,15,3M,mesopic_highmi
3.9856329526008216,population,13,3M,photopic_mi
3.436300171094637,population,14,3M,photopic_mi
4.187799276062583,population,15,3M,photopic_mi
19.15436259189808,population,13,3M,photopic_highmi
18.697878283849455,population,14,3M,photopic_highmi
17.231847275443116,population,15,3M,photopic_highmi
4.542433160064183,population,13,3M,nm_mi
6.504999151699043,population,14,3M,nm_mi
9.360662733884038,population,15,3M,nm_mi
22.321232931391524,population,13,3M,nm_highmi
24.939709515161983,population,14,3M,nm_highmi
30.038174756594472,population,15,3M,nm_highmi
3.0649253282897777,population,17,4M,mesopic_mi
4.588297810870696,population,18,4M,mesopic_mi
4.96322332181185,population,19,4M,mesopic_mi
4.912952139321038,population,17,4M,mesopic_highmi
6.567691326524968,population,18,4M,mesopic_highmi
7.767628420668581,population,19,4M,mesopic_highmi
3.1857683040495273,population,17,4M,photopic_mi
5.903375078778703,population,18,4M,photopic_mi
2.781736037335948,population,19,4M,photopic_mi
15.560931341194662,population,17,4M,photopic_highmi
18.606625829389174,population,18,4M,photopic_highmi
17.339045926718505,population,19,4M,photopic_highmi
7.371265905201644,population,17,4M,nm_mi
6.272600342189274,population,18,4M,nm_mi
7.775598552125165,population,19,4M,nm_mi
22.231543887847124,population,17,4M,nm_highmi
21.546817425774183,population,18,4M,nm_highmi
19.347770913164673,population,19,4M,nm_highmi
1.0212165800320916,population,21,5M,mesopic_mi
2.0024995758495217,population,22,5M,mesopic_mi
3.430331366942019,population,23,5M,mesopic_mi
6.547488620927684,population,21,5M,mesopic_highmi
8.293139676774654,population,22,5M,mesopic_highmi
11.692116504396314,population,23,5M,mesopic_highmi
1.964925328289778,population,21,5M,photopic_mi
3.488297810870696,population,22,5M,photopic_mi
3.86322332181185,population,23,5M,photopic_mi
14.912952139321039,population,21,5M,photopic_highmi
16.56769132652497,population,22,5M,photopic_highmi
17.767628420668583,population,23,5M,photopic_highmi
5.3715366080990545,population,21,5M,nm_mi
10.806750157557406,population,22,5M,nm_mi
4.563472074671896,population,23,5M,nm_mi
17.341397011791994,population,21,5M,nm_highmi
21.90993874408376,population,22,5M,nm_highmi
20.008568890077758,population,23,5M,nm_highmi
2.2856329526008214,population,25,7M,mesopic_mi
1.7363001710946366,population,26,7M,mesopic_mi
5.347927018969229,population,25,7M,mesopic_highmi
7.104923710838277,population,26,7M,mesopic_highmi
2.1781745053715715,population,25,7M,photopic_mi
1.83182901113147,population,26,7M,photopic_mi
10.033029979337465,population,25,7M,photopic_highmi
10.022178235003729,population,26,7M,photopic_highmi
6.254362591898082,population,25,7M,nm_mi
5.797878283849456,population,26,7M,nm_mi
23.13368874571712,population,25,7M,nm_highmi
23.064566358801763,population,26,7M,nm_highmi
